날짜,지역명,지표,거래구분,값
2012-05-07,강원,가격지수,매매,93.7436
2012-05-14,강원,가격지수,매매,93.7016
2012-05-21,강원,가격지수,매매,93.6596
2012-05-28,강원,가격지수,매매,93.5783
2012-06-04,강원,가격지수,매매,93.6541
2012-06-11,강원,가격지수,매매,93.7093
2012-06-18,강원,가격지수,매매,93.7174
2012-06-25,강원,가격지수,매매,93.8096
2012-07-02,강원,가격지수,매매,93.8642
2012-07-09,강원,가격지수,매매,93.8885
2012-07-16,강원,가격지수,매매,93.8663
2012-07-23,강원,가격지수,매매,93.8618
2012-07-30,강원,가격지수,매매,93.7943
2012-08-06,강원,가격지수,매매,93.7163
2012-08-13,강원,가격지수,매매,93.6063
2012-08-20,강원,가격지수,매매,93.6152
2012-08-27,강원,가격지수,매매,93.5467
2012-09-03,강원,가격지수,매매,93.5172
2012-09-10,강원,가격지수,매매,93.5658
2012-09-17,강원,가격지수,매매,93.4193
2012-09-24,강원,가격지수,매매,93.4023
2012-10-01,강원,가격지수,매매,93.3175
2012-10-08,강원,가격지수,매매,93.3318
2012-10-15,강원,가격지수,매매,93.3666
2012-10-22,강원,가격지수,매매,93.3957
2012-10-29,강원,가격지수,매매,93.4361
2012-11-05,강원,가격지수,매매,93.3809
2012-11-12,강원,가격지수,매매,93.3353
2012-11-19,강원,가격지수,매매,93.2661
2012-11-26,강원,가격지수,매매,93.1961
2012-12-03,강원,가격지수,매매,93.0548
2012-12-10,강원,가격지수,매매,93.0897
2012-12-17,강원,가격지수,매매,93.1102
2012-12-24,강원,가격지수,매매,93.0768
2012-12-31,강원,가격지수,매매,92.9962
2013-01-07,강원,가격지수,매매,92.9233
2013-01-14,강원,가격지수,매매,92.846
2013-01-21,강원,가격지수,매매,92.884
2013-01-28,강원,가격지수,매매,92.7307
2013-02-04,강원,가격지수,매매,92.6535
2013-02-11,강원,가격지수,매매,92.5849
2013-02-18,강원,가격지수,매매,92.6075
2013-02-25,강원,가격지수,매매,92.5777
2013-03-04,강원,가격지수,매매,92.559
2013-03-11,강원,가격지수,매매,92.3661
2013-03-18,강원,가격지수,매매,92.2587
2013-03-25,강원,가격지수,매매,92.1771
2013-04-01,강원,가격지수,매매,92.28
2013-04-08,강원,가격지수,매매,92.396
2013-04-15,강원,가격지수,매매,92.5513
2013-04-22,강원,가격지수,매매,92.6398
2013-04-29,강원,가격지수,매매,92.7693
2013-05-06,강원,가격지수,매매,92.857
2013-05-13,강원,가격지수,매매,92.8993
2013-05-20,강원,가격지수,매매,92.9288
2013-05-27,강원,가격지수,매매,92.9057
2013-06-03,강원,가격지수,매매,92.8187
2013-06-10,강원,가격지수,매매,92.7036
2013-06-17,강원,가격지수,매매,92.7015
2013-06-24,강원,가격지수,매매,92.684
2013-07-01,강원,가격지수,매매,92.614
2013-07-08,강원,가격지수,매매,92.6164
2013-07-15,강원,가격지수,매매,92.5165
2013-07-22,강원,가격지수,매매,92.3529
2013-07-29,강원,가격지수,매매,92.2841
2013-08-05,강원,가격지수,매매,92.2642
2013-08-12,강원,가격지수,매매,92.257
2013-08-19,강원,가격지수,매매,92.1484
2013-08-26,강원,가격지수,매매,92.1045
2013-09-02,강원,가격지수,매매,92.0928
2013-09-09,강원,가격지수,매매,92.1897
2013-09-16,강원,가격지수,매매,92.3551
2013-09-23,강원,가격지수,매매,92.4885
2013-09-30,강원,가격지수,매매,92.5063
2013-10-07,강원,가격지수,매매,92.6332
2013-10-14,강원,가격지수,매매,92.8495
2013-10-21,강원,가격지수,매매,92.9258
2013-10-28,강원,가격지수,매매,93.0436
2013-11-04,강원,가격지수,매매,93.1734
2013-11-11,강원,가격지수,매매,93.2687
2013-11-18,강원,가격지수,매매,93.3899
2013-11-25,강원,가격지수,매매,93.4421
2013-12-02,강원,가격지수,매매,93.5726
2013-12-09,강원,가격지수,매매,93.676
2013-12-16,강원,가격지수,매매,93.6687
2013-12-23,강원,가격지수,매매,93.7029
2013-12-30,강원,가격지수,매매,93.8122
2014-01-06,강원,가격지수,매매,93.8176
2014-01-13,강원,가격지수,매매,93.9084
2014-01-20,강원,가격지수,매매,93.9404
2014-01-27,강원,가격지수,매매,93.9063
2014-02-03,강원,가격지수,매매,93.8972
2014-02-10,강원,가격지수,매매,93.8854
2014-02-17,강원,가격지수,매매,93.9113
2014-02-24,강원,가격지수,매매,93.8544
2014-03-03,강원,가격지수,매매,93.9267
2014-03-10,강원,가격지수,매매,93.9567
2014-03-17,강원,가격지수,매매,93.9446
2014-03-24,강원,가격지수,매매,93.8347
2014-03-31,강원,가격지수,매매,93.7911
2014-04-07,강원,가격지수,매매,93.7353
2014-04-14,강원,가격지수,매매,93.7221
2014-04-21,강원,가격지수,매매,93.6881
2014-04-28,강원,가격지수,매매,93.7176
2014-05-05,강원,가격지수,매매,93.6847
2014-05-12,강원,가격지수,매매,93.6732
2014-05-19,강원,가격지수,매매,93.6088
2014-05-26,강원,가격지수,매매,93.5521
2014-06-02,강원,가격지수,매매,93.5007
2014-06-09,강원,가격지수,매매,93.4587
2014-06-16,강원,가격지수,매매,93.444
2014-06-23,강원,가격지수,매매,93.4331
2014-06-30,강원,가격지수,매매,93.4067
2014-07-07,강원,가격지수,매매,93.3966
2014-07-14,강원,가격지수,매매,93.3603
2014-07-21,강원,가격지수,매매,93.3516
2014-07-28,강원,가격지수,매매,93.3467
2014-08-04,강원,가격지수,매매,93.3643
2014-08-11,강원,가격지수,매매,93.3182
2014-08-18,강원,가격지수,매매,93.273
2014-08-25,강원,가격지수,매매,93.2884
2014-09-01,강원,가격지수,매매,93.3087
2014-09-08,강원,가격지수,매매,93.3009
2014-09-15,강원,가격지수,매매,93.3061
2014-09-22,강원,가격지수,매매,93.3262
2014-09-29,강원,가격지수,매매,93.3852
2014-10-06,강원,가격지수,매매,93.3992
2014-10-13,강원,가격지수,매매,93.441
2014-10-20,강원,가격지수,매매,93.4504
2014-10-27,강원,가격지수,매매,93.5339
2014-11-03,강원,가격지수,매매,93.5807
2014-11-10,강원,가격지수,매매,93.6299
2014-11-17,강원,가격지수,매매,93.6571
2014-11-24,강원,가격지수,매매,93.6997
2014-12-01,강원,가격지수,매매,93.7675
2014-12-08,강원,가격지수,매매,93.8214
2014-12-15,강원,가격지수,매매,93.873
2014-12-22,강원,가격지수,매매,93.9241
2014-12-29,강원,가격지수,매매,93.9515
2015-01-05,강원,가격지수,매매,93.9749
2015-01-12,강원,가격지수,매매,94.0126
2015-01-19,강원,가격지수,매매,94.0385
2015-01-26,강원,가격지수,매매,94.0775
2015-02-02,강원,가격지수,매매,94.1696
2015-02-09,강원,가격지수,매매,94.2578
2015-02-16,강원,가격지수,매매,94.3312
2015-02-23,강원,가격지수,매매,94.3653
2015-03-02,강원,가격지수,매매,94.4289
2015-03-09,강원,가격지수,매매,94.4993
2015-03-16,강원,가격지수,매매,94.6215
2015-03-23,강원,가격지수,매매,94.6941
2015-03-30,강원,가격지수,매매,94.7451
2015-04-06,강원,가격지수,매매,94.8353
2015-04-13,강원,가격지수,매매,94.9107
2015-04-20,강원,가격지수,매매,94.9826
2015-04-27,강원,가격지수,매매,95.036
2015-05-04,강원,가격지수,매매,95.0734
2015-05-11,강원,가격지수,매매,95.1354
2015-05-18,강원,가격지수,매매,95.1779
2015-05-25,강원,가격지수,매매,95.228
2015-06-01,강원,가격지수,매매,95.2962
2015-06-08,강원,가격지수,매매,95.3787
2015-06-15,강원,가격지수,매매,95.4449
2015-06-22,강원,가격지수,매매,95.5092
2015-06-29,강원,가격지수,매매,95.5709
2015-07-06,강원,가격지수,매매,95.5773
2015-07-13,강원,가격지수,매매,95.6054
2015-07-20,강원,가격지수,매매,95.6264
2015-07-27,강원,가격지수,매매,95.6671
2015-08-03,강원,가격지수,매매,95.7209
2015-08-10,강원,가격지수,매매,95.7924
2015-08-17,강원,가격지수,매매,95.8578
2015-08-24,강원,가격지수,매매,95.901
2015-08-31,강원,가격지수,매매,95.9679
2015-09-07,강원,가격지수,매매,96.0422
2015-09-14,강원,가격지수,매매,96.151
2015-09-21,강원,가격지수,매매,96.2511
2015-09-28,강원,가격지수,매매,96.3068
2015-10-05,강원,가격지수,매매,96.4277
2015-10-12,강원,가격지수,매매,96.5471
2015-10-19,강원,가격지수,매매,96.6764
2015-10-26,강원,가격지수,매매,96.7817
2015-11-02,강원,가격지수,매매,96.8776
2015-11-09,강원,가격지수,매매,96.9532
2015-11-16,강원,가격지수,매매,97.0277
2015-11-23,강원,가격지수,매매,97.1084
2015-11-30,강원,가격지수,매매,97.1607
2015-12-07,강원,가격지수,매매,97.1974
2015-12-14,강원,가격지수,매매,97.2422
2015-12-21,강원,가격지수,매매,97.284
2015-12-28,강원,가격지수,매매,97.3145
2016-01-04,강원,가격지수,매매,97.3337
2016-01-11,강원,가격지수,매매,97.3575
2016-01-18,강원,가격지수,매매,97.3938
2016-01-25,강원,가격지수,매매,97.4663
2016-02-01,강원,가격지수,매매,97.5104
2016-02-08,강원,가격지수,매매,97.5141
2016-02-15,강원,가격지수,매매,97.5431
2016-02-22,강원,가격지수,매매,97.554
2016-02-29,강원,가격지수,매매,97.5758
2016-03-07,강원,가격지수,매매,97.5947
2016-03-14,강원,가격지수,매매,97.6307
2016-03-21,강원,가격지수,매매,97.6681
2016-03-28,강원,가격지수,매매,97.7336
2016-04-04,강원,가격지수,매매,97.783
2016-04-11,강원,가격지수,매매,97.8412
2016-04-18,강원,가격지수,매매,97.9198
2016-04-25,강원,가격지수,매매,98.0054
2016-05-02,강원,가격지수,매매,98.0551
2016-05-09,강원,가격지수,매매,98.1334
2016-05-16,강원,가격지수,매매,98.1776
2016-05-23,강원,가격지수,매매,98.2113
2016-05-30,강원,가격지수,매매,98.2557
2016-06-06,강원,가격지수,매매,98.2958
2016-06-13,강원,가격지수,매매,98.3387
2016-06-20,강원,가격지수,매매,98.3574
2016-06-27,강원,가격지수,매매,98.4143
2016-07-04,강원,가격지수,매매,98.4794
2016-07-11,강원,가격지수,매매,98.5079
2016-07-18,강원,가격지수,매매,98.5421
2016-07-25,강원,가격지수,매매,98.5914
2016-08-01,강원,가격지수,매매,98.6412
2016-08-08,강원,가격지수,매매,98.6844
2016-08-15,강원,가격지수,매매,98.7384
2016-08-22,강원,가격지수,매매,98.7911
2016-08-29,강원,가격지수,매매,98.8589
2016-09-05,강원,가격지수,매매,98.9303
2016-09-12,강원,가격지수,매매,98.9871
2016-09-19,강원,가격지수,매매,99.0664
2016-09-26,강원,가격지수,매매,99.1405
2016-10-03,강원,가격지수,매매,99.2452
2016-10-10,강원,가격지수,매매,99.3485
2016-10-17,강원,가격지수,매매,99.4735
2016-10-24,강원,가격지수,매매,99.5697
2016-10-31,강원,가격지수,매매,99.652
2016-11-07,강원,가격지수,매매,99.7286
2016-11-14,강원,가격지수,매매,99.7896
2016-11-21,강원,가격지수,매매,99.8762
2016-11-28,강원,가격지수,매매,99.9386
2016-12-05,강원,가격지수,매매,99.9956
2016-12-12,강원,가격지수,매매,100.0738
2016-12-19,강원,가격지수,매매,100.1231
2016-12-26,강원,가격지수,매매,100.1824
2017-01-02,강원,가격지수,매매,100.2178
2017-01-09,강원,가격지수,매매,100.2766
2017-01-16,강원,가격지수,매매,100.31
2017-01-23,강원,가격지수,매매,100.33
2017-01-30,강원,가격지수,매매,100.3445
2017-02-06,강원,가격지수,매매,100.3706
2017-02-13,강원,가격지수,매매,100.4169
2017-02-20,강원,가격지수,매매,100.4526
2017-02-27,강원,가격지수,매매,100.5033
2017-03-06,강원,가격지수,매매,100.6035
2017-03-13,강원,가격지수,매매,100.6886
2017-03-20,강원,가격지수,매매,100.802
2017-03-27,강원,가격지수,매매,100.8851
2017-04-03,강원,가격지수,매매,100.9993
2017-04-10,강원,가격지수,매매,101.1286
2017-04-17,강원,가격지수,매매,101.2469
2017-04-24,강원,가격지수,매매,101.3516
2017-05-01,강원,가격지수,매매,101.4496
2017-05-08,강원,가격지수,매매,101.5515
2017-05-15,강원,가격지수,매매,101.6458
2017-05-22,강원,가격지수,매매,101.7436
2017-05-29,강원,가격지수,매매,101.8226
2017-06-05,강원,가격지수,매매,101.8636
2017-06-12,강원,가격지수,매매,101.9159
2017-06-19,강원,가격지수,매매,101.9534
2017-06-26,강원,가격지수,매매,102.0059
2017-07-03,강원,가격지수,매매,102.0623
2017-07-10,강원,가격지수,매매,102.1653
2017-07-17,강원,가격지수,매매,102.229
2017-07-24,강원,가격지수,매매,102.3301
2017-07-31,강원,가격지수,매매,102.3461
2017-08-07,강원,가격지수,매매,102.3862
2017-08-14,강원,가격지수,매매,102.3979
2017-08-21,강원,가격지수,매매,102.4381
2017-08-28,강원,가격지수,매매,102.473
2017-09-04,강원,가격지수,매매,102.5404
2017-09-11,강원,가격지수,매매,102.6123
2017-09-18,강원,가격지수,매매,102.6908
2017-09-25,강원,가격지수,매매,102.7927
2017-10-09,강원,가격지수,매매,102.8681
2017-10-16,강원,가격지수,매매,102.9383
2017-10-23,강원,가격지수,매매,102.9858
2017-10-30,강원,가격지수,매매,103.0294
2017-11-06,강원,가격지수,매매,103.0636
2017-11-13,강원,가격지수,매매,103.0914
2017-11-20,강원,가격지수,매매,103.0928
2017-11-27,강원,가격지수,매매,103.0788
2017-12-04,강원,가격지수,매매,103.0692
2017-12-11,강원,가격지수,매매,103.0439
2017-12-18,강원,가격지수,매매,103.0014
2017-12-25,강원,가격지수,매매,102.9878
2018-01-01,강원,가격지수,매매,102.8944
2018-01-08,강원,가격지수,매매,102.8448
2018-01-15,강원,가격지수,매매,102.7979
2018-01-22,강원,가격지수,매매,102.7468
2018-01-29,강원,가격지수,매매,102.8147
2018-02-05,강원,가격지수,매매,102.8076
2018-02-12,강원,가격지수,매매,102.9181
2018-02-19,강원,가격지수,매매,102.9193
2018-02-26,강원,가격지수,매매,102.9077
2018-03-05,강원,가격지수,매매,102.8888
2018-03-12,강원,가격지수,매매,102.9176
2018-03-19,강원,가격지수,매매,102.8734
2018-03-26,강원,가격지수,매매,102.8159
2018-04-02,강원,가격지수,매매,102.7412
2018-04-09,강원,가격지수,매매,102.6238
2018-04-16,강원,가격지수,매매,102.532
2018-04-23,강원,가격지수,매매,102.3942
2018-04-30,강원,가격지수,매매,102.2282
2018-05-07,강원,가격지수,매매,102.0473
2018-05-14,강원,가격지수,매매,101.973
2018-05-21,강원,가격지수,매매,101.8383
2018-05-28,강원,가격지수,매매,101.699
2018-06-04,강원,가격지수,매매,101.5237
2018-06-11,강원,가격지수,매매,101.3619
2018-06-18,강원,가격지수,매매,101.0817
2018-06-25,강원,가격지수,매매,100.8909
2018-07-02,강원,가격지수,매매,100.6488
2018-07-09,강원,가격지수,매매,100.5296
2018-07-16,강원,가격지수,매매,100.3573
2018-07-23,강원,가격지수,매매,100.2382
2018-07-30,강원,가격지수,매매,100.1204
2018-08-06,강원,가격지수,매매,100.0115
2018-08-13,강원,가격지수,매매,99.8877
2018-08-20,강원,가격지수,매매,99.7956
2018-08-27,강원,가격지수,매매,99.7098
2018-09-03,강원,가격지수,매매,99.5798
2018-09-10,강원,가격지수,매매,99.454
2018-09-17,강원,가격지수,매매,99.3785
2018-09-24,강원,가격지수,매매,99.2512
2018-10-01,강원,가격지수,매매,99.162
2018-10-08,강원,가격지수,매매,99.0988
2018-10-15,강원,가격지수,매매,99.015
2018-10-22,강원,가격지수,매매,98.8897
2018-10-29,강원,가격지수,매매,98.7765
2018-11-05,강원,가격지수,매매,98.5835
2018-11-12,강원,가격지수,매매,98.4608
2018-11-19,강원,가격지수,매매,98.2289
2018-11-26,강원,가격지수,매매,98.0886
2018-12-03,강원,가격지수,매매,97.9517
2018-12-10,강원,가격지수,매매,97.8431
2018-12-17,강원,가격지수,매매,97.6471
2018-12-24,강원,가격지수,매매,97.545
2018-12-31,강원,가격지수,매매,97.4725
2019-01-07,강원,가격지수,매매,97.2973
2019-01-14,강원,가격지수,매매,97.1774
2019-01-21,강원,가격지수,매매,97.0278
2019-01-28,강원,가격지수,매매,96.8694
2019-02-04,강원,가격지수,매매,96.7393
2019-02-11,강원,가격지수,매매,96.6249
2019-02-18,강원,가격지수,매매,96.5162
2019-02-25,강원,가격지수,매매,96.3869
2019-03-04,강원,가격지수,매매,96.2228
2019-03-11,강원,가격지수,매매,96.1138
2019-03-18,강원,가격지수,매매,96.0442
2019-03-25,강원,가격지수,매매,95.9173
2019-04-01,강원,가격지수,매매,95.8383
2019-04-08,강원,가격지수,매매,95.7465
2019-04-15,강원,가격지수,매매,95.6079
2019-04-22,강원,가격지수,매매,95.462
2019-04-29,강원,가격지수,매매,95.2553
2019-05-06,강원,가격지수,매매,95.0335
2019-05-13,강원,가격지수,매매,94.7955
2019-05-20,강원,가격지수,매매,94.6448
2019-05-27,강원,가격지수,매매,94.4374
2019-06-03,강원,가격지수,매매,94.3551
2019-06-10,강원,가격지수,매매,94.1397
2019-06-17,강원,가격지수,매매,93.9877
2019-06-24,강원,가격지수,매매,93.8028
2019-07-01,강원,가격지수,매매,93.6587
2019-07-08,강원,가격지수,매매,93.5124
2019-07-15,강원,가격지수,매매,93.3749
2019-07-22,강원,가격지수,매매,93.1152
2019-07-29,강원,가격지수,매매,92.9059
2019-08-05,강원,가격지수,매매,92.6611
2019-08-12,강원,가격지수,매매,92.4312
2019-08-19,강원,가격지수,매매,92.2177
2019-08-26,강원,가격지수,매매,92.0886
2019-09-02,강원,가격지수,매매,91.991
2019-09-09,강원,가격지수,매매,91.8952
2019-09-16,강원,가격지수,매매,91.7626
2019-09-23,강원,가격지수,매매,91.6452
2019-09-30,강원,가격지수,매매,91.5207
2019-10-07,강원,가격지수,매매,91.4006
2019-10-14,강원,가격지수,매매,91.3614
2019-10-21,강원,가격지수,매매,91.3403
2019-10-28,강원,가격지수,매매,91.2999
2019-11-04,강원,가격지수,매매,91.2047
2019-11-11,강원,가격지수,매매,91.1169
2019-11-18,강원,가격지수,매매,91.1009
2019-11-25,강원,가격지수,매매,90.9983
2019-12-02,강원,가격지수,매매,90.9094
2019-12-09,강원,가격지수,매매,90.7553
2019-12-16,강원,가격지수,매매,90.577
2019-12-23,강원,가격지수,매매,90.3834
2019-12-30,강원,가격지수,매매,90.261
2020-01-06,강원,가격지수,매매,90.2055
2020-01-13,강원,가격지수,매매,90.1539
2020-01-20,강원,가격지수,매매,90.0976
2020-01-27,강원,가격지수,매매,90.058
2020-02-03,강원,가격지수,매매,90.0069
2020-02-10,강원,가격지수,매매,90.0148
2020-02-17,강원,가격지수,매매,90.0431
2020-02-24,강원,가격지수,매매,90.0358
2020-03-02,강원,가격지수,매매,90.0482
2020-03-09,강원,가격지수,매매,90.0352
2020-03-16,강원,가격지수,매매,90.011
2020-03-23,강원,가격지수,매매,89.9997
2020-03-30,강원,가격지수,매매,90.0072
2020-04-06,강원,가격지수,매매,90.0019
2020-04-13,강원,가격지수,매매,90.0196
2020-04-20,강원,가격지수,매매,90.0181
2020-04-27,강원,가격지수,매매,90.0074
2020-05-04,강원,가격지수,매매,90.0098
2020-05-11,강원,가격지수,매매,90.0459
2020-05-18,강원,가격지수,매매,90.0873
2020-05-25,강원,가격지수,매매,90.1479
2020-06-01,강원,가격지수,매매,90.2035
2020-06-08,강원,가격지수,매매,90.2863
2020-06-15,강원,가격지수,매매,90.3594
2020-06-22,강원,가격지수,매매,90.5006
2020-06-29,강원,가격지수,매매,90.6147
2020-07-06,강원,가격지수,매매,90.6936
2020-07-13,강원,가격지수,매매,90.7894
2020-07-20,강원,가격지수,매매,90.8954
2020-07-27,강원,가격지수,매매,90.9679
2020-08-03,강원,가격지수,매매,91.0306
2020-08-10,강원,가격지수,매매,91.0667
2020-08-17,강원,가격지수,매매,91.1221
2020-08-24,강원,가격지수,매매,91.2302
2020-08-31,강원,가격지수,매매,91.3244
2020-09-07,강원,가격지수,매매,91.4248
2020-09-14,강원,가격지수,매매,91.525
2020-09-21,강원,가격지수,매매,91.6269
2020-09-28,강원,가격지수,매매,91.769
2020-10-05,강원,가격지수,매매,91.9173
2020-10-12,강원,가격지수,매매,92.0437
2020-10-19,강원,가격지수,매매,92.2193
2020-10-26,강원,가격지수,매매,92.3467
2020-11-02,강원,가격지수,매매,92.4531
2020-11-09,강원,가격지수,매매,92.559
2020-11-16,강원,가격지수,매매,92.666
2020-11-23,강원,가격지수,매매,92.7665
2020-11-30,강원,가격지수,매매,92.8519
2020-12-07,강원,가격지수,매매,92.9259
2020-12-14,강원,가격지수,매매,93.0027
2020-12-21,강원,가격지수,매매,93.1764
2020-12-28,강원,가격지수,매매,93.3466
2021-01-04,강원,가격지수,매매,93.5726
2021-01-11,강원,가격지수,매매,93.8504
2021-01-18,강원,가격지수,매매,94.0847
2021-01-25,강원,가격지수,매매,94.2739
2021-02-01,강원,가격지수,매매,94.5199
2021-02-08,강원,가격지수,매매,94.7596
2021-02-15,강원,가격지수,매매,94.943
2021-02-22,강원,가격지수,매매,95.1329
2021-03-01,강원,가격지수,매매,95.2793
2021-03-08,강원,가격지수,매매,95.4124
2021-03-15,강원,가격지수,매매,95.5782
2021-03-22,강원,가격지수,매매,95.775
2021-03-29,강원,가격지수,매매,95.9927
2021-04-05,강원,가격지수,매매,96.1768
2021-04-12,강원,가격지수,매매,96.3212
2021-04-19,강원,가격지수,매매,96.4903
2021-04-26,강원,가격지수,매매,96.6172
2021-05-03,강원,가격지수,매매,96.7553
2021-05-10,강원,가격지수,매매,96.8939
2021-05-17,강원,가격지수,매매,97.022
2021-05-24,강원,가격지수,매매,97.1619
2021-05-31,강원,가격지수,매매,97.2916
2021-06-07,강원,가격지수,매매,97.3975
2021-06-14,강원,가격지수,매매,97.5031
2021-06-21,강원,가격지수,매매,97.6072
2021-06-28,강원,가격지수,매매,97.7339
2021-07-05,강원,가격지수,매매,97.8615
2021-07-12,강원,가격지수,매매,98.0106
2021-07-19,강원,가격지수,매매,98.1951
2021-07-26,강원,가격지수,매매,98.4181
2021-08-02,강원,가격지수,매매,98.6382
2021-08-09,강원,가격지수,매매,98.8657
2021-08-16,강원,가격지수,매매,99.059
2021-08-23,강원,가격지수,매매,99.2503
2021-08-30,강원,가격지수,매매,99.4834
2021-09-06,강원,가격지수,매매,99.8078
2021-09-13,강원,가격지수,매매,100.0975
2021-09-20,강원,가격지수,매매,100.329
2021-09-27,강원,가격지수,매매,100.4862
2021-10-04,강원,가격지수,매매,100.7558
2021-10-11,강원,가격지수,매매,100.96
2021-10-18,강원,가격지수,매매,101.1613
2021-10-25,강원,가격지수,매매,101.306
2021-11-01,강원,가격지수,매매,101.545
2021-11-08,강원,가격지수,매매,101.8073
2021-11-15,강원,가격지수,매매,102.0568
2021-11-22,강원,가격지수,매매,102.2749
2021-11-29,강원,가격지수,매매,102.4389
2021-12-06,강원,가격지수,매매,102.5924
2021-12-13,강원,가격지수,매매,102.7859
2021-12-20,강원,가격지수,매매,102.9038
2021-12-27,강원,가격지수,매매,102.9907
2022-01-03,강원,가격지수,매매,103.0701
2022-01-10,강원,가격지수,매매,103.1637
2022-01-17,강원,가격지수,매매,103.2144
2022-01-24,강원,가격지수,매매,103.2598
2022-01-31,강원,가격지수,매매,103.2983
2022-02-07,강원,가격지수,매매,103.3483
2022-02-14,강원,가격지수,매매,103.4309
2022-02-21,강원,가격지수,매매,103.4821
2022-02-28,강원,가격지수,매매,103.5156
2022-03-07,강원,가격지수,매매,103.5753
2022-03-14,강원,가격지수,매매,103.6059
2022-03-21,강원,가격지수,매매,103.6536
2022-03-28,강원,가격지수,매매,103.7072
2022-04-04,강원,가격지수,매매,103.7966
2022-04-11,강원,가격지수,매매,103.8487
2022-04-18,강원,가격지수,매매,103.8996
2022-04-25,강원,가격지수,매매,103.9462
2022-05-02,강원,가격지수,매매,104.0571
2022-05-09,강원,가격지수,매매,104.1
2022-05-16,강원,가격지수,매매,104.1796
2022-05-23,강원,가격지수,매매,104.2451
2022-05-30,강원,가격지수,매매,104.2738
2022-06-06,강원,가격지수,매매,104.3021
2022-06-13,강원,가격지수,매매,104.3358
2022-06-20,강원,가격지수,매매,104.3873
2022-06-27,강원,가격지수,매매,104.4022
2022-07-04,강원,가격지수,매매,104.3998
2022-07-11,강원,가격지수,매매,104.4087
2022-07-18,강원,가격지수,매매,104.4339
2022-07-25,강원,가격지수,매매,104.4439
2022-08-01,강원,가격지수,매매,104.453
2022-08-08,강원,가격지수,매매,104.4643
2022-08-15,강원,가격지수,매매,104.4485
2022-08-22,강원,가격지수,매매,104.4592
2022-08-29,강원,가격지수,매매,104.4386
2022-09-05,강원,가격지수,매매,104.413
2022-09-12,강원,가격지수,매매,104.3761
2022-09-19,강원,가격지수,매매,104.3278
2022-09-26,강원,가격지수,매매,104.2963
2022-10-03,강원,가격지수,매매,104.2424
2022-10-10,강원,가격지수,매매,104.1635
2022-10-17,강원,가격지수,매매,104.0858
2022-10-24,강원,가격지수,매매,103.9706
2022-10-31,강원,가격지수,매매,103.838
2022-11-07,강원,가격지수,매매,103.6491
2022-11-14,강원,가격지수,매매,103.4618
2022-11-21,강원,가격지수,매매,103.3492
2022-11-28,강원,가격지수,매매,103.1877
2022-12-05,강원,가격지수,매매,103.0237
2022-12-12,강원,가격지수,매매,102.8148
2022-12-19,강원,가격지수,매매,102.5697
2022-12-26,강원,가격지수,매매,102.3818
2023-01-02,강원,가격지수,매매,102.2121
2023-01-09,강원,가격지수,매매,102.082
2023-01-16,강원,가격지수,매매,101.9275
2023-01-23,강원,가격지수,매매,101.8249
2023-01-30,강원,가격지수,매매,101.6996
2023-02-06,강원,가격지수,매매,101.5373
2023-02-13,강원,가격지수,매매,101.3927
2023-02-20,강원,가격지수,매매,101.2145
2023-02-27,강원,가격지수,매매,101.0808
2023-03-06,강원,가격지수,매매,100.9708
2023-03-13,강원,가격지수,매매,100.868
2023-03-20,강원,가격지수,매매,100.7439
2023-03-27,강원,가격지수,매매,100.6847
2023-04-03,강원,가격지수,매매,100.5838
2023-04-10,강원,가격지수,매매,100.5033
2023-04-17,강원,가격지수,매매,100.4086
2023-04-24,강원,가격지수,매매,100.2939
2023-05-01,강원,가격지수,매매,100.2243
2023-05-08,강원,가격지수,매매,100.1365
2023-05-15,강원,가격지수,매매,100.0799
2023-05-22,강원,가격지수,매매,100.0081
2023-05-29,강원,가격지수,매매,99.9501
2023-06-05,강원,가격지수,매매,99.8937
2023-06-12,강원,가격지수,매매,99.8785
2023-06-19,강원,가격지수,매매,99.851
2023-06-26,강원,가격지수,매매,99.8206
2023-07-03,강원,가격지수,매매,99.7972
2023-07-10,강원,가격지수,매매,99.7645
2023-07-17,강원,가격지수,매매,99.7407
2023-07-24,강원,가격지수,매매,99.7223
2023-07-31,강원,가격지수,매매,99.7508
2023-08-07,강원,가격지수,매매,99.7421
2023-08-14,강원,가격지수,매매,99.7293
2023-08-21,강원,가격지수,매매,99.7677
2023-08-28,강원,가격지수,매매,99.8392
2023-09-04,강원,가격지수,매매,99.935
2023-09-11,강원,가격지수,매매,100.0132
2023-09-18,강원,가격지수,매매,100.1005
2023-09-25,강원,가격지수,매매,100.1372
2023-10-02,강원,가격지수,매매,100.1729
2023-10-09,강원,가격지수,매매,100.2391
2023-10-16,강원,가격지수,매매,100.3431
2023-10-23,강원,가격지수,매매,100.4237
2023-10-30,강원,가격지수,매매,100.4547
2023-11-06,강원,가격지수,매매,100.5759
2023-11-13,강원,가격지수,매매,100.5834
2023-11-20,강원,가격지수,매매,100.6027
2023-11-27,강원,가격지수,매매,100.623
2023-12-04,강원,가격지수,매매,100.6527
2023-12-11,강원,가격지수,매매,100.6437
2023-12-18,강원,가격지수,매매,100.65
2023-12-25,강원,가격지수,매매,100.6589
2024-01-01,강원,가격지수,매매,100.6464
2024-01-08,강원,가격지수,매매,100.6354
2024-01-15,강원,가격지수,매매,100.6657
